runid,epoch,trainloss,vallos,trainacc,valacc
1,1,0.7119956687092781,0.6915875625610352,0.49,0.48
1,2,0.6800307556986809,0.6989956903457641,0.61,0.44
1,3,0.6923678189516067,0.6754040640592575,0.53,0.55
1,4,0.6826982456445694,0.6332175415754319,0.55,0.6
1,5,0.4834872831404209,0.19496684163808822,0.89,1.0
1,6,0.11858924351632595,0.0851929847896099,1.0,1.0
1,7,0.07264738749712706,0.06528900735080242,1.0,1.0
1,8,0.05981814287602902,0.054462270885705946,1.0,1.0
1,9,0.04953940458595753,0.04525960005819798,1.0,1.0
1,10,0.042626181095838545,0.03732249271124601,1.0,1.0
1,11,0.03450212774798274,0.03180371042340994,1.0,1.0
1,12,0.029786330088973044,0.026829906515777113,1.0,1.0
1,13,0.02476762469857931,0.023028563987463713,1.0,1.0
1,14,0.021553635019809007,0.02045801343396306,1.0,1.0
1,15,0.01856783399358392,0.01721874319948256,1.0,1.0
1,16,0.01618797575123608,0.01472045438364148,1.0,1.0
1,17,0.01418156291358173,0.012790733249858022,1.0,1.0
1,18,0.01227891307324171,0.011459160549566149,1.0,1.0
1,19,0.01082889100536704,0.010114843240007759,1.0,1.0
1,20,0.009795592343434691,0.008887338759377599,1.0,1.0
1,21,0.00847065192181617,0.007851093588396908,1.0,1.0
1,22,0.007383366888388991,0.007394327684305608,1.0,1.0
1,23,0.00676211629062891,0.006313079325482249,1.0,1.0
1,24,0.006210210369899869,0.005700322170741856,1.0,1.0
1,25,0.005425170650705695,0.00505741145927459,1.0,1.0
1,26,0.0048522354895249005,0.004665230396203697,1.0,1.0
1,27,0.004458921609912067,0.00417587615782395,1.0,1.0
1,28,0.004043254607822746,0.003815313617233187,1.0,1.0
1,29,0.0036622583214193584,0.0035048335161991418,1.0,1.0
1,30,0.003296848351601511,0.0031532751093618573,1.0,1.0
1,31,0.0030248881690204143,0.002908705265726894,1.0,1.0
1,32,0.0028067817678675056,0.0026251131109893324,1.0,1.0
1,33,0.0025355730624869468,0.0024129418609663846,1.0,1.0
1,34,0.00230278238421306,0.0022092865267768504,1.0,1.0
1,35,0.002130985613912344,0.0020494529488496484,1.0,1.0
1,36,0.001968585210852325,0.0018817419896367937,1.0,1.0
1,37,0.0018282698339316993,0.0017537632177118212,1.0,1.0
1,38,0.0016708675143308938,0.001602184004150331,1.0,1.0
1,39,0.0015376213868148626,0.0014871460711583496,1.0,1.0
1,40,0.001437060935422778,0.0013696201192215085,1.0,1.0
1,41,0.0013465369120240211,0.0012944028002675623,1.0,1.0
1,42,0.0012168323923833668,0.0011590229498688132,1.0,1.0
1,43,0.0011313227342907338,0.0010936336719896645,1.0,1.0
1,44,0.0010514159291051329,0.0010070663486840203,1.0,1.0
1,45,0.0009676287072943523,0.0009319697110913694,1.0,1.0
